Suspense Type,Company,Family Number,Policy Number,Group Number,Group Name,Division Number,Original Cycle Date,Suspense Account,Item Type,Item Status,Item Age,Deposit Amount,Withdrawal Amount,Remaining Deposit Balance,Description,Product LOB,Payment Method,Carrier Code,Processed User,Policy Status,Batch Number
Policy,Unum,F100040481,08D8543071,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,12.00,0.00,2.86,Internal transfer to policy 08D8543071 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040209,08D8543156,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.00,0.00,14.28,Internal transfer to policy 08D8543156 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040209,08D8543157,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.00,0.00,2.61,Internal transfer to policy 08D8543157 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040515,08D8545769,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.00,0.00,15.15,Internal transfer to policy 08D8545769 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040515,08D8545770,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.00,0.00,19.48,Internal transfer to policy 08D8545770 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040515,08D8545771,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,4.00,0.00,0.46,Internal transfer to policy 08D8545771 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040515,08D8545772,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,4.00,0.00,0.14,Internal transfer to policy 08D8545772 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040166,08D8973138,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,12.00,0.00,8.00,Internal transfer to policy 08D8973138 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100064937,08D9046573,41663,BELFOR USA GROUP INC.,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,12.72,0.00,5.24,Internal transfer to policy 08D9046573 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3642
Policy,Unum,F100064439,08D9049267,41663,BELFOR USA GROUP INC.,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,14.29,0.00,1.00,Internal transfer to policy 08D9049267 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3642
Policy,Unum,F100064446,08D9052265,41663,BELFOR USA GROUP INC.,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,27.55,0.00,1.95,Internal transfer to policy 08D9052265 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3642
Policy,Unum,F100064553,08D9052295,41663,BELFOR USA GROUP INC.,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,12.36,0.00,7.74,Internal transfer to policy 08D9052295 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3642
Policy,Unum,F100064719,08D9493793,41663,BELFOR USA GROUP INC.,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.00,0.00,1.05,Internal transfer to policy 08D9493793 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3642
Policy,Unum,F100040436,08D9528351,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,12.00,0.00,8.00,Internal transfer to policy 08D9528351 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100064801,08D9541102,41663,BELFOR USA GROUP INC.,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,30.24,0.00,15.91,Internal transfer to policy 08D9541102 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3642
Policy,Unum,F100064986,08D9543776,41663,BELFOR USA GROUP INC.,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,8.00,0.00,0.56,Internal transfer to policy 08D9543776 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3642
Policy,Unum,F100064801,08D9543894,41663,BELFOR USA GROUP INC.,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,30.24,0.00,15.91,Internal transfer to policy 08D9543894 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3642
Policy,Unum,F100040453,08D9583286,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.00,0.00,12.78,Internal transfer to policy 08D9583286 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040209,08D9583316,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.00,0.00,2.45,Internal transfer to policy 08D9583316 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040209,08D9583317,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.00,0.00,2.45,Internal transfer to policy 08D9583317 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100064554,08D9603574,41663,BELFOR USA GROUP INC.,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.00,0.00,1.15,Internal transfer to policy 08D9603574 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3642
Policy,Unum,F100040209,08D9609914,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.00,0.00,2.49,Internal transfer to policy 08D9609914 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040483,08F8973070,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,13.20,0.00,8.80,Internal transfer to policy 08F8973070 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040436,08F8973193,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,13.20,0.00,8.80,Internal transfer to policy 08F8973193 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040241,08F9485531,41338,CENTURY GOLF PARTNERS MANAGEMENT,0001,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,28.90,0.00,2.69,Internal transfer to policy 08F9485531 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040213,08F9528320,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,9.24,0.00,6.03,Internal transfer to policy 08F9528320 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040213,08F9583296,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,13.20,0.00,3.30,Internal transfer to policy 08F9583296 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040209,08F9583315,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,13.20,0.00,8.80,Internal transfer to policy 08F9583315 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040384,08F9609918,41338,CENTURY GOLF PARTNERS MANAGEMENT,0000,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,20.10,0.00,2.12,Internal transfer to policy 08F9609918 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100040405,08F9609981,41338,CENTURY GOLF PARTNERS MANAGEMENT,0001,01/07/2026,ListBill,Internal Transfer to Policy,Partial Processed,103,34.62,0.00,14.43,Internal transfer to policy 08F9609981 suspense,P15204_L02,List Bill,10,Don Brennan (BP315),Active,G3639
Policy,Unum,F100083826,10000044163,35004,CALANDRA INDUSTRIES,4001,01/07/2026,ListBill,Lockbox Payment to Suspense,Partial Processed,103,12.00,0.00,5.00,Deposit to Policy Account: ListBill,P15204_L02,List Bill,10,,Active,P1420
Group,Unum,,,41712,SAGE AUTOMOTIVE INTERIORS INC.,,01/07/2026,ListBillResearch,Internal Transfer to Group,Active,103,17.97,0.00,17.97,Aggregate of monies designated for Unrecognized Employees during List Bill Payment,,,10,Kathie Nunley (RB219),,G3648
Policy,Unum,F100057332,08F7768332,38040,JONES APPAREL,0001,01/06/2026,DirectBill,Inbound Transfer Cash,Active,104,134.64,0.00,134.64,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,A1P22,Terminated,C4924
Policy,Unum,F100027302,08D6733258,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,20.00,0.00,4.91,Internal transfer to policy 08D6733258 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027302,08D6733259,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,3.24,Internal transfer to policy 08D6733259 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027302,08D6733260,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,3.76,Internal transfer to policy 08D6733260 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027302,08D6733261,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,3.24,Internal transfer to policy 08D6733261 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027302,08D6733262,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,3.76,Internal transfer to policy 08D6733262 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027255,08D6733341,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,62.12,0.00,15.44,Internal transfer to policy 08D6733341 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027358,08D6733489,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,25.20,0.00,6.30,Internal transfer to policy 08D6733489 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027353,08D6733510,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,12.00,0.00,3.00,Internal transfer to policy 08D6733510 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027353,08D6733511,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,12.00,0.00,3.00,Internal transfer to policy 08D6733511 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027353,08D6733512,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,2.57,Internal transfer to policy 08D6733512 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027353,08D6733513,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,2.57,Internal transfer to policy 08D6733513 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027353,08D6733514,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,2.57,Internal transfer to policy 08D6733514 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027357,08D6733518,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,28.00,0.00,15.20,Internal transfer to policy 08D6733518 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027357,08D6733520,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,12.00,0.00,3.85,Internal transfer to policy 08D6733520 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027323,08D6733523,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,20.00,0.00,4.91,Internal transfer to policy 08D6733523 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027323,08D6733524,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,12.00,0.00,3.00,Internal transfer to policy 08D6733524 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027323,08D6733525,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,3.76,Internal transfer to policy 08D6733525 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027323,08D6733526,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,3.76,Internal transfer to policy 08D6733526 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027327,08D6733741,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,12.00,0.00,3.00,Internal transfer to policy 08D6733741 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027327,08D6733742,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,16.00,0.00,4.09,Internal transfer to policy 08D6733742 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027327,08D6733743,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,1.46,Internal transfer to policy 08D6733743 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027327,08D6733744,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,1.46,Internal transfer to policy 08D6733744 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027292,08D6733747,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,80.00,0.00,19.91,Internal transfer to policy 08D6733747 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027292,08D6733748,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,40.00,0.00,10.09,Internal transfer to policy 08D6733748 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027292,08D6733749,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,7.07,Internal transfer to policy 08D6733749 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027292,08D6733750,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,7.07,Internal transfer to policy 08D6733750 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027292,08D6733751,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,7.07,Internal transfer to policy 08D6733751 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027226,08D6733759,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,16.00,0.00,11.01,Internal transfer to policy 08D6733759 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027226,08D6733760,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,0.94,Internal transfer to policy 08D6733760 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027226,08D6733761,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,0.62,Internal transfer to policy 08D6733761 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027276,08D6733809,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,20.00,0.00,4.91,Internal transfer to policy 08D6733809 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027366,08D6733906,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,64.00,0.00,16.09,Internal transfer to policy 08D6733906 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027263,08D6734037,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,20.00,0.00,4.91,Internal transfer to policy 08D6734037 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027263,08D6734038,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,3.24,Internal transfer to policy 08D6734038 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027263,08D6734039,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,3.24,Internal transfer to policy 08D6734039 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027362,08D6734201,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,20.00,0.00,4.91,Internal transfer to policy 08D6734201 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027274,08D6734321,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,20.00,0.00,4.91,Internal transfer to policy 08D6734321 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027328,08D6734337,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,12.00,0.00,3.00,Internal transfer to policy 08D6734337 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027328,08D6734338,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,12.00,0.00,3.00,Internal transfer to policy 08D6734338 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027314,08D6734344,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,12.00,0.00,3.00,Internal transfer to policy 08D6734344 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027314,08D6734345,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,12.00,0.00,3.00,Internal transfer to policy 08D6734345 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027314,08D6734346,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,3.24,Internal transfer to policy 08D6734346 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027314,08D6734347,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,3.24,Internal transfer to policy 08D6734347 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027305,08D6734348,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,40.00,0.00,1.22,Internal transfer to policy 08D6734348 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Grace,G3631
Policy,Unum,F100027247,08D6734353,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,20.00,0.00,4.91,Internal transfer to policy 08D6734353 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027267,08D6734393,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,20.00,0.00,4.91,Internal transfer to policy 08D6734393 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027326,08D6734458,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,20.00,0.00,4.91,Internal transfer to policy 08D6734458 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027326,08D6734459,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,16.00,0.00,4.09,Internal transfer to policy 08D6734459 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027326,08D6734460,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,0.58,Internal transfer to policy 08D6734460 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027326,08D6734461,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,0.58,Internal transfer to policy 08D6734461 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027381,08D6734474,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,28.00,0.00,7.09,Internal transfer to policy 08D6734474 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027381,08D6734475,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,0.41,Internal transfer to policy 08D6734475 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027381,08D6734476,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,0.41,Internal transfer to policy 08D6734476 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027381,08D6734477,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,0.41,Internal transfer to policy 08D6734477 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027381,08D6734478,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,0.08,Internal transfer to policy 08D6734478 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027381,08D6734479,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,4.00,0.00,0.41,Internal transfer to policy 08D6734479 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027258,08D6738383,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,16.00,0.00,4.09,Internal transfer to policy 08D6738383 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027258,08D6738384,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,16.00,0.00,4.09,Internal transfer to policy 08D6738384 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027258,08D6738385,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,3.76,Internal transfer to policy 08D6738385 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027258,08D6738386,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,3.76,Internal transfer to policy 08D6738386 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027258,08D6738387,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,3.76,Internal transfer to policy 08D6738387 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027258,08D6738388,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,3.76,Internal transfer to policy 08D6738388 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027258,08D6738389,36769,MARRIOTT INTERNATIONAL,0000,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,8.00,0.00,3.76,Internal transfer to policy 08D6738389 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
Policy,Unum,F100027399,08D6738569,36769,MARRIOTT INTERNATIONAL,0001,01/02/2026,ListBill,Internal Transfer to Policy,Partial Processed,108,40.00,0.00,10.09,Internal transfer to policy 08D6738569 suspense,P15204_L02,List Bill,10,Farrah Bean (BDL13),Active,G3631
